D/G/ID,Practice,Region,Country,CRM,Customer,Proj desc,Loc,Status,Status Category,Wt.,Type,Role,CUR,Rate in base,Rate in EUR,A,CY23- UWt. Rev,Jan'23-WD,Jan'23- HC,Jan'23- UWt. Rev,Feb'23- WD,Feb'23- HC,Feb'23- UWt. Rev,Mar'23- WD,Mar'23- HC,Mar'23- UWt. Rev,Apr'23- WD,Apr'23- HC,Apr'23- UWt. Rev,May'23- WD,May'23- HC,May'23- UWt. Rev,Jun'23- WD,Jun'23- HC,Jun'23- UWt. Rev,Jul'23- WD,Jul'23- HC,Jul'23- UWt. Rev,Aug'23- WD,Aug'23- HC,Aug'23- UWt. Rev,Sep'23- WD,Sep'23- HC,Sep'23- UWt. Rev,Oct'23- WD,Oct'23- HC,Oct'23- UWt. Rev,Nov'23- WD,Nov'23- HC,Nov'23- UWt. Rev,Dec'23- WD,Dec'23- HC,Dec'23- UWt. Rev,B,Q1'23- Un. Wt. Rev,Q2'23- Un. Wt. Rev,Q3'23- Un. Wt. Rev,Q4'23- Un. Wt. Rev,Q1'22+Q2'22,CY'23 Wt. Total,Jan'23- Wt. Rev,Feb'23- Wt. Rev,Mar'23- Wt. Rev,Apr'23- Wt. Rev,May'23- Wt. Rev,Jun'23- Wt. Rev,Jul'23- Wt. Rev,Aug'23- Wt. Rev,Sep'23- Wt. Rev,Oct'23- Wt. Rev,Nov'23- Wt. Rev,Dec'23- Wt. Rev,Q1'23-Wt.Rev,Q2'23- Wt.Rev,Q3'23- Wt.Rev,Q4'23- Wt.Rev,C,CY - HC,Q1'23-HC,Q2'23- HC,Q3'23- HC,Q4'23- HC,D,CY target,Jan'23- Target,Feb'23- Target,Mar'23- Target,Apr'23- Target,May'23- Target,Jun'23- Target,Jul'23- Target,Aug'23- Target,Sep'23- Target,Oct'23- Target,Nov'23- Target,Dec'23- Target,Q1'23- Target,Q2'23- Target,Q3'23- Target,Q4'23- Target,E,Entity,Proposal/ Opp Type,Revenue Bucket,Engg/Tech,KAM,Partner,GTM Category,External/Internal,Signed SoW/PO,Proposal Value in Base currency,Proposal Cost in Base currency,Proposal Cost in Base currency(PM),Proposal Value in EUR,Proposal Cost in EUR,Proposal Cost in EUR(PM),S OM%,S PM%,Gross Revenue,Gross Margin,A OM%,Project Margin,A PM %,Target Value,Targe Cost,G OM%,F,Project code,Service Types,Service category,Digital/ Non digital,CBU Mapping
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - My Singlife 1.5,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,375,0,,0.0,,,,,,0.0,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - My Singlife 1.5,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,205,0,,0.0,,,,,,0.0,,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - My Singlife 1.5,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,500,0,,7818.849,,,,,,0.0,,1.0,7818.849,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,7818.849,0.0,0.0,0.0,0.0,7818.849,0.0,0.0,7818.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7818.849,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613245053,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,SingLife - Portal Load Testing,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,RPA Developer,SGD,275,0,,24658.8564,,1,4029.7949999999983,,,4126.0914,,,4125.393599999999,,,4126.0914,,,4125.393599999999,,,4126.0914,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,12281.279999999999,12377.576400000002,0.0,0.0,0.0,24658.8564,4029.7949999999983,4126.0914,4125.393599999999,4126.0914,4125.393599999999,4126.0914,0.0,0.0,0.0,0.0,0.0,0.0,12281.279999999999,12377.576400000002,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613934616,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - Project Trounce,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,,0,,2145.735,,,,,,2145.735,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,2145.735,0.0,0.0,0.0,0.0,2145.735,0.0,2145.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.735,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341684144810,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - QA Support - Squad,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,205,0,,31113.5064,,,,,2.0,6222.9803999999995,,2.0,6222.2826,,2,6222.9803999999995,,2.0,6222.2826,,2.0,6222.9803999999995,20.0,2.0,0.0,21.0,2.0,0.0,19.0,2.0,0.0,19.0,2.0,0.0,20,2.0,0.0,18.0,2.0,0.0,,12445.262999999999,18668.2434,0.0,0.0,0.0,31113.5064,0.0,6222.9803999999995,6222.2826,6222.9803999999995,6222.2826,6222.9803999999995,0.0,0.0,0.0,0.0,0.0,0.0,12445.262999999999,18668.2434,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341616145006,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - QA Support - Squad,OO,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,500,0,,37942.875,,,,,1.0,7588.575,,1.0,7588.575,,1,7588.575,,1.0,7588.575,,1.0,7588.575,20.0,1.0,0.0,21.0,1.0,0.0,19.0,1.0,0.0,19.0,1.0,0.0,20,1.0,0.0,18.0,1.0,0.0,,15177.15,22765.725,0.0,0.0,0.0,37942.875,0.0,7588.575,7588.575,7588.575,7588.575,7588.575,0.0,0.0,0.0,0.0,0.0,0.0,15177.15,22765.725,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341667145006,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - RPA Enhancement for RCS & Elixir Chrome Upgrade,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Test Engineer,SGD,195.78,0,,5458.1916,,,0.0,,,0.0,,,0.0,,,0.0,,,2380.8936,,1.0,3077.298,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,19.0,1.0,0.0,,0.0,5458.1916,0.0,0.0,0.0,5458.1916,0.0,0.0,0.0,0.0,2380.8936,3077.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5458.1916,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,3191613145198,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - RPA Enhancement for RCS & Elixir Chrome Upgrade,Off,4 - Closed Won,Actuals/FC,1.0,T&M,RPA Senior Developer,SGD,195.78,0,,5459.5872,,,0.0,,,0.0,,,0.0,,,0.0,,1.0,2381.5914,,1.0,3077.9957999999997,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,20,1.0,0.0,19.0,1.0,0.0,,0.0,5459.5872,0.0,0.0,0.0,5459.5872,0.0,0.0,0.0,0.0,2381.5914,3077.9957999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.5872,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,3191613435198,"RPA Development, Implementation & Maintanence",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - RPA Enhancement for RCS & Elixir Chrome Upgrade,Off,4 - Closed Won,Actuals/FC,1.0,T&M,RPA Developer,SGD,195.78,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1.0,0.0,,1.0,0.0,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,20,1.0,0.0,19.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,SingLife - RPA Support,Off,4 - Closed Won,Actuals/FC,1.0,T&M,RPA Developer,SGD,220,0,,0.0,,,0.0,,,0.0,,,0.0,,1,0.0,,1.0,0.0,,1.0,0.0,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613934616,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,SingLife - RPA Testing,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,RPA Developer,SGD,220,0,,-57.27769185003035,,1,1246.2725445,,1.0,169.27232399998593,,1.0,-58.84024050001426,,1,-49.228045499993186,,1.0,3698.8802716499913,,1.0,-5063.634546,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1356.7046279999718,-1413.982319850002,0.0,0.0,0.0,-57.27769185003035,1246.2725445,169.27232399998593,-58.84024050001426,-49.228045499993186,3698.8802716499913,-5063.634546,0.0,0.0,0.0,0.0,0.0,0.0,1356.7046279999718,-1413.982319850002,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613933894,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,SingLife - RPA Testing,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.7,Fixed,,SGD,220,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,20.0,1.0,0.0,21.0,2.0,0.0,19.0,2.0,0.0,19.0,2.0,0.0,20,2.0,0.0,19.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Shadow Backlog,Tech,Key Account,,,External,,9471107.76,13725600.0,11400000.0,0,0,0,0,0,,,0,,0,,,0,,,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - Sales Force PT,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,195.78,0,,8010.744000000001,,,0.0,,,0.0,,,0.0,,,8010.744000000001,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,8010.744000000001,0.0,0.0,0.0,8010.744000000001,0.0,0.0,0.0,8010.744000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8010.744000000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341616245104,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - Salesforce Lead Management,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,205,0,,10941.504,,,3147.078,,,3147.078,,,4647.348,,,0.0,,,3147.078,,,-3147.078,20.0,1.0,0.0,20.0,1.0,0.0,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,10941.504,0.0,0.0,0.0,0.0,10941.504,3147.078,3147.078,4647.348,0.0,3147.078,-3147.078,0.0,0.0,0.0,0.0,0.0,0.0,10941.504,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341615144927,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - Salesforce Lead Management,Off,4 - Closed Won,Actuals/FC,1.0,T&M,,SGD,205,0,,10941.504,,1,3147.078,,1.0,3147.078,,2.0,4647.348,,3,0.0,,3.0,6294.156,,,-6294.156,20.0,1.0,0.0,20.0,1.0,0.0,20.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,10941.504,0.0,0.0,0.0,0.0,10941.504,3147.078,3147.078,4647.348,0.0,6294.156,-6294.156,0.0,0.0,0.0,0.0,0.0,0.0,10941.504,0.0,0.0,0.0,,3.0,2.0,3.0,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613144927,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - Shield Saver PT,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,SGD,205,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,14.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Anup,Singapore Life Ltd.,Singlife - TPA API Performance Testing,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Performance Tester,SGD,205,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,11.0,2.0,0.0,4.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Banking,APAC,Singapore,Seetha,SYNFINDO SINGAPORE PTE. LTD.,ASEAN - Afin - Functional Testing,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,SGD,,0,,-7703.7119999999995,,,,,,-7703.7119999999995,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,-7703.7119999999995,0.0,0.0,0.0,0.0,-7703.7119999999995,0.0,-7703.7119999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7703.7119999999995,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,321613143668,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Singapore,Seetha,SYNFINDO SINGAPORE PTE. LTD.,Platform Portal Testing,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,QA Coordinator,SGD,210,0,,19124.6046,,1,3187.5504,,1.0,3187.5504,,1.0,3187.5504,,1,3187.5504,,1.0,3187.5504,,1.0,3186.8525999999997,20.0,1.0,0.0,21.0,1.0,0.0,19.0,1.0,0.0,19.0,1.0,0.0,20,1.0,0.0,18.0,1.0,0.0,,9562.6512,9561.9534,0.0,0.0,0.0,19124.6046,3187.5504,3187.5504,3187.5504,3187.5504,3187.5504,3186.8525999999997,0.0,0.0,0.0,0.0,0.0,0.0,9562.6512,9561.9534,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,Keep,External,,,,,0,0,0,0,0,,,0,,0,,,0,,321613144869,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Singapore,Seetha,SYNFINDO SINGAPORE PTE. LTD.,Synfindo - QA Services for APIX Portal,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,SGD,,0,,7703.7119999999995,,,,,,7703.7119999999995,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,7703.7119999999995,0.0,0.0,0.0,0.0,7703.7119999999995,0.0,7703.7119999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703.7119999999995,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,,External,,1940000.0,1610200.0,1358000.0,0,0,0,0,0,,,0,,0,,,0,,322616144990,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,Avaloq PB Delta & GMS Data Migration,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.25,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Key Account,,Expand,External,,1888239.1945200004,2280000.0,1893687.707641196,0,0,0,0,0,,,0,,0,,,0,,TBC,Data Migration Testing,New Gen Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,CDE Post Submission,Off,1 - Plan & Build Solution,Actuals/FC,0.1,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,Centralized SOA Project,Off,1 - Plan & Build Solution,Actuals/FC,0.25,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,DWH Reports and Data Vault 2.0,OO,4 - Closed Won,Actuals/FC,1.0,Fixed,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,3227.8568,,,6455.713600000001,,,9683.5704,,,,,,,,,,,,,,,,,,,,0.0,19367.1408,,,,,0.0,0.0,0.0,3227.8568,6455.713600000001,9683.5704,,,,,,,0.0,19367.1408,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,321665365131,Data Warehouse Testing,New Gen Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,DWH Reports and Data Vault 2.0,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,8280.1544,,,,,,,,,,,,,,,,,,,,0.0,8280.1544,,,,,0.0,0.0,0.0,0.0,0.0,8280.1544,,,,,,,0.0,8280.1544,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,321613365131,Data Warehouse Testing,New Gen Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,GSIS - Performance Testing,Off,1 - Plan & Build Solution,Actuals/FC,0.5,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,Judiciary e-payment System,Off,1 - Plan & Build Solution,Actuals/FC,0.1,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Key Account,,Expand,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Philippines,Anup,Union Bank of Philippines,Tsys Training Support  and SON1048 - Paylite & Paylater,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.7,,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Shadow Backlog,Tech,Key Account,,Expand,External,,3325706.0,2124164.0,2521382.668,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
